id;groupe;ipa;xsampa;dur;f0;f1;f2;f3
50;home;ʌ;V;211;131;650;1036;2697
50;home;u;u;288;144;422;1299;2347
51;home;æ;{;254;115;647;1864;2561
51;home;ɑ;A;230;112;871;1204;2595
51;home;ɔ;O;250;115;740;999;2691
51;home;ɛ;E;177;115;555;1851;2624
51;home;e;e;241;120;497;2024;2677
51;home;ɜ˞;3';217;117;489;1338;1747
51;home;ɪ;I;159;115;441;2080;2721
51;home;i;i;241;122;367;2390;2777
51;home;o;o;263;114;524;1000;2432
51;home;ʊ;U;147;117;468;1115;2492
51;home;ʌ;V;169;117;629;1146;2643
51;home;u;u;231;120;366;919;2378
52;home;æ;{;254;96;582;1999;2567
52;home;ɑ;A;265;98;786;1341;2403
52;home;ɔ;O;292;96;642;949;2437
52;home;ɛ;E;197;104;571;1926;2615
52;home;e;e;281;100;555;2174;2900
52;home;ɜ˞;3';272;96;493;1270;1633
52;home;ɪ;I;190;108;363;2269;2935
52;home;i;i;259;101;346;2379;3217
52;home;o;o;266;94;515;1126;2455
52;home;ʊ;U;197;92;442;1176;2435
52;home;ʌ;V;185;90;651;1176;2564
52;home;u;u;231;113;326;997;2384
53;home;æ;{;289;122;602;1880;2539
53;home;ɑ;A;302;115;748;1293;2446
53;home;ɔ;O;294;120;651;1033;2477
53;home;ɛ;E;239;126;582;1768;2463
53;home;e;e;328;133;529;1974;2638
53;home;ɜ˞;3';282;131;501;1334;1611
53;home;ɪ;I;235;131;390;1948;2566
53;home;i;i;298;164;312;2402;2849
53;home;o;o;285;125;500;868;2552
53;home;ʊ;U;241;132;486;1116;2563
53;home;ʌ;V;242;132;626;1159;2643
53;home;u;u;239;126;382;1058;2334
54;home;æ;{;339;120;545;1872;2630
54;home;ɑ;A;330;122;738;1394;2522
54;home;ɔ;O;342;123;620;1068;2634
54;home;ɛ;E;239;120;560;1697;2663
54;home;e;e;318;122;446;1918;2674
54;home;ɜ˞;3';342;137;466;1377;1616
54;home;ɪ;I;221;132;385;1843;2696
54;home;i;i;341;129;355;2049;2921
54;home;o;o;340;134;503;950;2680
54;home;ʊ;U;238;125;442;1205;2580
54;home;ʌ;V;203;121;602;1336;2690
54;home;u;u;296;136;384;1234;2418
55;home;æ;{;282;153;552;2027;2737
55;home;ɑ;A;271;152;763;1147;2840
55;home;ɔ;O;296;151;637;923;2722
55;home;ɛ;E;186;154;594;1716;2678
55;home;e;e;273;151;439;2067;2708
55;home;ɜ˞;3';249;154;459;1367;1716
55;home;ɪ;I;186;153;440;1954;2587
55;home;i;i;223;163;320;2300;3038
55;home;o;o;269;153;476;1016;2502
55;home;ʊ;U;196;157;485;1086;2556
55;home;ʌ;V;183;157;658;1410;2720
55;home;u;u;237;156;338;1087;2515
56;home;æ;{;319;136;629;1871;2574
56;home;ɑ;A;321;148;829;1444;2241
56;home;ɔ;O;363;162;695;1108;2384
56;home;ɛ;E;261;146;569;1709;2502
56;home;e;e;360;141;433;2082;2620
56;home;ɜ˞;3';340;140;438;1387;1716
56;home;ɪ;I;301;163;470;1959;2697
56;home;i;i;323;160;315;2253;2886
56;home;o;o;374;149;496;867;2380
56;home;ʊ;U;275;151;472;1296;2273
56;home;ʌ;V;295;155;619;1241;2455
56;home;u;u;327;161;319;936;2187
57;home;æ;{;279;100;685;1807;2611
57;home;ɑ;A;256;104;825;1429;2701
57;home;ɔ;O;283;104;664;1024;2639
57;home;ɛ;E;203;99;577;1811;2559
57;home;e;e;243;95;439;2126;2762
57;home;ɜ˞;3';268;110;439;1220;1681
57;home;ɪ;I;164;109;411;2034;2795
57;home;i;i;229;106;327;2257;2943
57;home;o;o;268;104;486;826;2631
57;home;ʊ;U;208;113;459;1036;2625
57;home;ʌ;V;172;107;636;1153;2756
57;home;u;u;240;116;371;793;2719
58;home;æ;{;272;106;559;1983;2560
58;home;ɑ;A;278;100;737;1298;2323
58;home;ɔ;O;248;108;664;1043;2575
58;home;ɛ;E;231;110;570;1824;2627
58;home;e;e;256;109;495;2166;2668
58;home;ɜ˞;3';287;106;506;1464;1672
58;home;ɪ;I;249;121;444;2154;2659
58;home;i;i;256;106;329;2514;3073
58;home;o;o;269;107;491;1065;2383
58;home;ʊ;U;203;116;446;1298;2275
58;home;ʌ;V;227;105;631;1133;2560
58;home;u;u;260;115;379;1123;2383
59;home;æ;{;212;138;544;1819;2511
59;home;ɑ;A;192;145;679;1208;2630
59;home;ɔ;O;223;142;628;1069;2689
59;home;ɛ;E;156;144;546;1750;2509
59;home;e;e;218;143;482;1904;2526
59;home;ɜ˞;3';204;147;439;1387;1746
59;home;ɪ;I;134;145;424;1913;2556
59;home;i;i;179;142;311;2274;2510
59;home;o;o;214;142;434;862;2561
59;home;ʊ;U;150;145;438;1177;2478
59;home;ʌ;V;146;147;573;1152;2604
59;home;u;u;183;148;382;994;2372
60;home;æ;{;257;135;685;1592;2308
60;home;ɑ;A;243;132;689;1064;2303
60;home;ɔ;O;278;142;634;987;2305
60;home;ɛ;E;181;138;554;1790;2469
60;home;e;e;259;148;435;2013;2506
60;home;ɜ˞;3';256;140;429;1389;1830
60;home;ɪ;I;169;145;419;2076;2602
60;home;i;i;261;165;322;2282;2746
60;home;o;o;272;146;439;699;2107
60;home;ʊ;U;178;148;438;979;2187
60;home;ʌ;V;176;152;663;1166;2177
60;home;u;u;210;174;339;860;2013
61;home;æ;{;264;133;514;2031;2815
61;home;ɑ;A;342;135;702;1364;2498
61;home;ɔ;O;320;146;662;1001;2744
61;home;ɛ;E;170;131;608;1831;2694
61;home;e;e;338;151;445;2268;2798
61;home;ɜ˞;3';298;139;504;1386;1813
61;home;ɪ;I;179;142;491;1958;2782
61;home;i;i;273;143;364;2366;3042
61;home;o;o;337;138;454;745;2623
61;home;ʊ;U;166;158;481;1094;2623
61;home;ʌ;V;193;147;610;1168;2529
61;home;u;u;264;147;415;1016;2465
62;home;æ;{;244;149;612;1937;2605
62;home;ɑ;A;269;148;811;1355;2599
62;home;ɔ;O;274;154;653;1020;2810
62;home;ɛ;E;185;151;562;1816;2707
62;home;e;e;246;156;492;2195;2786
62;home;ɜ˞;3';243;154;505;1330;1929
62;home;ɪ;I;194;159;486;2061;2719
62;home;i;i;232;160;350;2462;2921
62;home;o;o;247;157;566;997;2748
62;home;ʊ;U;222;163;499;1127;2684
62;home;ʌ;V;183;154;637;1295;2757
62;home;u;u;226;165;455;1181;2616
63;home;æ;{;286;140;544;2114;2971
63;home;ɑ;A;272;135;744;1489;2586
63;home;ɔ;O;287;138;648;1013;2473
63;home;ɛ;E;199;137;583;1757;2852
63;home;e;e;237;141;535;2004;2939
63;home;ɜ˞;3';356;156;457;1437;1648
63;home;ɪ;I;221;139;433;2012;2855
63;home;i;i;263;161;314;2368;3378
63;home;o;o;319;133;534;1002;2293
63;home;ʊ;U;237;144;438;1181;2381
63;home;ʌ;V;189;138;623;1163;2555
63;home;u;u;284;156;370;889;2324
64;home;æ;{;252;108;556;1854;2679
64;home;ɑ;A;206;114;758;1363;2421
64;home;ɔ;O;253;107;631;1019;2219
64;home;ɛ;E;138;128;615;1624;2265
64;home;e;e;196;126;382;2035;2513
64;home;ɜ˞;3';185;122;463;1371;1684
64;home;ɪ;I;145;123;418;1964;2432
64;home;i;i;153;129;328;2123;3444
64;home;o;o;204;127;499;859;2080
64;home;ʊ;U;147;119;451;1106;2195
64;home;ʌ;V;139;120;593;1254;2302
64;home;u;u;196;116;372;1010;2136
65;home;æ;{;249;119;619;2023;2716
65;home;ɑ;A;287;115;784;1345;2522
65;home;ɔ;O;316;120;688;1139;2549
65;home;ɛ;E;184;122;630;1786;2637
65;home;e;e;251;121;499;2068;2676
65;home;ɜ˞;3';256;120;491;1455;1896
65;home;ɪ;I;220;128;452;2062;2736
65;home;i;i;251;127;372;2280;2710
65;home;o;o;287;119;520;987;2573
65;home;ʊ;U;173;124;470;1202;2555
65;home;ʌ;V;226;122;622;1155;2606
65;home;u;u;275;128;387;1123;2426
66;home;æ;{;274;112;601;1997;2499
66;home;ɑ;A;278;107;802;1297;2765
66;home;ɔ;O;292;111;696;983;2603
66;home;ɛ;E;227;111;629;1810;2639
66;home;e;e;311;116;477;2110;2563
66;home;ɜ˞;3';274;117;504;1173;1595
66;home;ɪ;I;207;113;463;2018;2688
66;home;i;i;265;121;367;2244;3042
66;home;o;o;279;117;461;801;2442
66;home;ʊ;U;204;121;503;1058;2518
66;home;ʌ;V;202;114;617;1071;2685
66;home;u;u;230;132;389;959;2441
67;home;æ;{;270;120;572;2072;2648
67;home;ɑ;A;258;131;803;1234;2430
67;home;ɔ;O;248;127;691;1111;2439
67;home;ɛ;E;153;119;624;1909;2773
67;home;e;e;274;131;529;2114;2731
67;home;ɜ˞;3';258;134;513;1342;1965
67;home;ɪ;I;202;138;501;1971;2734
67;home;i;i;241;133;381;2515;3059
67;home;o;o;233;126;543;1009;2326
67;home;ʊ;U;210;131;504;1318;2491
67;home;ʌ;V;201;130;628;1223;2609
67;home;u;u;239;147;435;1137;2395
68;home;æ;{;301;115;546;1820;2548
68;home;ɑ;A;256;116;683;1238;2428
68;home;ɔ;O;249;109;587;941;2371
68;home;ɛ;E;190;109;559;1755;2514
68;home;e;e;267;112;494;1962;2608
68;home;ɜ˞;3';260;116;474;1505;1635
68;home;ɪ;I;176;107;427;1974;2608
68;home;i;i;268;119;352;2254;2888
68;home;o;o;261;112;494;925;2235
68;home;ʊ;U;216;111;507;1183;2309
68;home;ʌ;V;212;113;601;1214;2305
68;home;u;u;204;123;372;972;2316
69;home;æ;{;259;120;562;1895;2513
69;home;ɑ;A;271;124;697;1370;2597
69;home;ɔ;O;282;111;636;978;2220
69;home;ɛ;E;207;114;609;1675;2495
69;home;e;e;262;113;504;1878;2549
69;home;ɜ˞;3';252;121;505;1450;1651
69;home;ɪ;I;197;129;439;1951;2622
69;home;i;i;271;115;323;2269;2943
69;home;o;o;275;107;436;865;2377
69;home;ʊ;U;208;116;492;1157;2454
69;home;ʌ;V;230;116;593;1213;2329
69;home;u;u;225;123;374;921;2288
70;home;æ;{;257;105;594;2000;2550
70;home;ɑ;A;212;106;743;1423;2494
70;home;ɔ;O;171;103;686;1064;2432
70;home;ɛ;E;215;104;634;1874;2563
70;home;e;e;252;115;472;2141;2623
70;home;ɜ˞;3';231;116;442;1517;1736
70;home;ɪ;I;188;115;453;2013;2660
70;home;i;i;218;117;338;2329;2945
70;home;o;o;246;105;533;900;2435
70;home;ʊ;U;173;113;487;994;2299
70;home;ʌ;V;166;105;662;1166;2553
70;home;u;u;207;123;371;950;2264
71;home;æ;{;212;131;662;1934;2649
71;home;ɑ;A;154;173;710;1084;2753
71;home;ɔ;O;222;122;681;1060;2863
71;home;ɛ;E;125;128;636;1893;2765
71;home;e;e;231;124;490;2187;2722
71;home;ɜ˞;3';201;140;496;1500;1711
71;home;ɪ;I;160;189;469;2128;2744
71;home;i;i;194;175;368;2509;2893
71;home;o;o;213;130;530;1000;2652
71;home;ʊ;U;146;132;435;994;2565
71;home;ʌ;V;168;124;682;1192;2774
71;home;u;u;197;189;377;888;2416
72;home;æ;{;241;114;566;2041;2500
72;home;ɑ;A;220;123;825;1438;2434
72;home;ɔ;O;226;117;720;1063;2369
72;home;ɛ;E;177;118;620;1832;2583
72;home;e;e;211;139;393;2305;2694
72;home;ɜ˞;3';206;118;453;1432;1690
72;home;ɪ;I;145;131;404;2107;2677
72;home;i;i;161;132;309;2385;3219
72;home;o;o;238;118;509;896;2354
72;home;ʊ;U;188;124;491;1246;2336
72;home;ʌ;V;145;133;623;1207;2455
72;home;u;u;185;143;401;980;2460
73;home;æ;{;302;96;559;1873;2509
73;home;ɑ;A;290;101;673;1301;2433
73;home;ɔ;O;344;92;619;1012;2460
73;home;ɛ;E;197;98;565;1805;2608
73;home;e;e;338;94;374;2436;2803
73;home;ɜ˞;3';310;103;430;1294;1487
73;home;ɪ;I;178;105;383;2167;2726
73;home;i;i;282;107;307;2405;3442
73;home;o;o;301;95;376;659;2572
73;home;ʊ;U;191;109;430;1021;2507
73;home;ʌ;V;199;96;560;1118;2503
73;home;u;u;288;105;313;861;2374
74;home;æ;{;208;143;579;1982;2639
74;home;ɑ;A;184;160;707;1421;2403
74;home;ɔ;O;196;155;640;1149;2227
74;home;ɛ;E;146;146;571;1752;2668
74;home;e;e;239;158;444;2121;2547
74;home;ɜ˞;3';210;146;435;1289;1562
74;home;ɪ;I;134;165;440;2119;2694
74;home;i;i;202;158;312;2319;2865
74;home;o;o;175;150;457;870;2566
74;home;ʊ;U;111;156;463;1086;2453
74;home;ʌ;V;128;152;622;1285;2472
74;home;u;u;171;199;379;982;2407
75;home;æ;{;208;149;623;1937;2526
75;home;ɑ;A;216;146;697;1293;2461
75;home;ɔ;O;195;144;633;995;2500
75;home;ɛ;E;166;149;608;1871;2572
75;home;e;e;219;148;500;2159;2634
75;home;ɜ˞;3';202;151;491;1370;1679
75;home;ɪ;I;154;148;438;2049;2609
75;home;i;i;205;166;327;2378;2999
75;home;o;o;198;160;487;804;2508
75;home;ʊ;U;134;160;500;1067;2435
75;home;ʌ;V;143;147;666;1135;2471
75;home;u;u;185;165;402;809;2466
76;home;æ;{;328;136;555;1996;2609
76;home;ɑ;A;272;135;816;1361;2493
76;home;ɔ;O;268;133;649;1048;2441
76;home;ɛ;E;205;131;567;1718;2557
76;home;e;e;311;142;480;2100;2576
76;home;ɜ˞;3';270;129;477;1376;1679
76;home;ɪ;I;204;147;437;1960;2596
76;home;i;i;254;159;314;2506;2963
76;home;o;o;260;138;502;879;2465
76;home;ʊ;U;180;141;495;1093;2463
76;home;ʌ;V;204;136;575;1130;2489
76;home;u;u;241;160;373;931;2381
77;home;æ;{;267;129;555;1849;2502
77;home;ɑ;A;250;115;722;1411;2264
77;home;ɔ;O;239;116;623;1012;2506
77;home;ɛ;E;185;121;541;1743;2563
77;home;e;e;261;116;469;2035;2660
77;home;ɜ˞;3';252;115;447;1400;1791
77;home;ɪ;I;172;128;379;1942;2658
77;home;i;i;200;130;365;2119;2883
77;home;o;o;243;124;499;883;2618
77;home;ʊ;U;160;125;442;1092;2459
77;home;ʌ;V;177;124;583;1187;2627
77;home;u;u;244;131;377;1008;2308
78;home;æ;{;326;110;634;1730;2456
78;home;ɑ;A;269;109;748;1274;2406
78;home;ɔ;O;304;106;645;1049;2507
78;home;ɛ;E;244;112;543;1840;2574
78;home;e;e;312;108;438;2003;2552
78;home;ɜ˞;3';271;112;440;1447;1701
78;home;ɪ;I;226;111;397;1985;2615
78;home;i;i;268;113;327;2143;2881
78;home;o;o;317;114;465;969;2364
78;home;ʊ;U;230;106;466;1375;2478
78;home;ʌ;V;219;109;561;1343;2498
78;home;u;u;254;114;357;1130;2300
79;home;æ;{;270;121;570;1856;2630
79;home;ɑ;A;252;116;744;1388;2541
79;home;ɔ;O;300;112;645;1063;2565
79;home;ɛ;E;217;114;579;1866;2799
79;home;e;e;269;121;478;2049;2866
79;home;ɜ˞;3';290;119;493;1428;1741
79;home;ɪ;I;174;130;428;1999;2849
79;home;i;i;219;135;362;2103;3074
79;home;o;o;230;122;496;908;2435
79;home;ʊ;U;185;120;496;1101;2396
79;home;ʌ;V;171;118;630;1328;2554
79;home;u;u;265;124;388;982;2316
80;home;æ;{;207;130;614;1768;2393
80;home;ɑ;A;219;127;700;1295;2310
80;home;ɔ;O;202;130;606;991;2135
80;home;ɛ;E;139;130;568;1687;2419
80;home;e;e;193;140;497;1903;2455
80;home;ɜ˞;3';212;130;478;1440;1665
80;home;ɪ;I;147;133;434;1872;2543
80;home;i;i;195;137;392;2127;2874
80;home;o;o;211;142;437;861;2160
80;home;ʊ;U;159;132;497;1164;2245
80;home;ʌ;V;169;134;596;1053;2282
80;home;u;u;193;143;409;846;2073
81;home;æ;{;213;131;553;2140;2327
81;home;ɑ;A;192;148;705;1323;2643
81;home;ɔ;O;229;142;636;1108;2623
81;home;ɛ;E;158;135;583;1760;2497
81;home;e;e;255;155;477;2073;2617
81;home;ɜ˞;3';206;142;451;1314;1731
81;home;ɪ;I;142;133;427;2140;2626
81;home;i;i;187;145;308;2190;2819
81;home;o;o;209;136;548;1067;2480
81;home;ʊ;U;153;146;436;1154;2300
81;home;ʌ;V;155;141;602;1176;2495
81;home;u;u;195;153;377;1063;2238
82;home;æ;{;311;153;605;2002;2666
82;home;ɑ;A;287;139;963;1524;2552
82;home;ɔ;O;196;124;670;919;2241
82;home;ɛ;E;201;150;641;1814;2642
82;home;e;e;286;151;440;2245;3044
82;home;ɜ˞;3';260;138;467;1432;1742
82;home;ɪ;I;168;149;440;2082;2767
82;home;i;i;235;184;373;2207;3191
82;home;o;o;252;151;444;815;2375
82;home;ʊ;U;196;151;498;1048;2391
82;home;ʌ;V;193;149;608;1167;2523
82;home;u;u;250;192;387;967;2257
83;home;æ;{;273;140;597;1989;2677
83;home;ɑ;A;254;126;711;1428;2413
83;home;ɔ;O;281;131;631;1167;2344
83;home;ɛ;E;204;138;623;1937;2643
83;home;e;e;230;142;502;2025;2642
83;home;ɜ˞;3';266;127;505;1447;1823
83;home;ɪ;I;194;145;431;2071;2671
83;home;i;i;231;154;343;2502;3035
83;home;o;o;256;134;522;911;2461
83;home;ʊ;U;168;142;435;1263;2559
83;home;ʌ;V;201;138;612;1317;2608
83;home;u;u;205;151;316;893;2385
84;home;æ;{;230;139;561;1772;2597
84;home;ɑ;A;213;138;712;1325;2624
84;home;ɔ;O;249;134;687;1062;2524
84;home;ɛ;E;188;137;562;1591;2556
84;home;e;e;217;139;501;1944;2643
84;home;ɜ˞;3';214;150;461;1297;1586
84;home;ɪ;I;185;143;437;1915;2687
84;home;i;i;221;141;394;2300;2827
84;home;o;o;229;143;554;1005;2369
84;home;ʊ;U;176;151;468;1064;2383
84;home;ʌ;V;181;144;628;1172;2626
84;home;u;u;200;154;437;1085;2305
85;home;æ;{;334;128;615;1885;2709
85;home;ɑ;A;292;140;821;1283;2498
85;home;ɔ;O;328;131;684;1000;2576
85;home;ɛ;E;207;161;622;1799;2726
85;home;e;e;319;138;549;1921;2686
85;home;ɜ˞;3';326;143;557;1344;1610
85;home;ɪ;I;191;162;474;1956;2762
85;home;i;i;286;157;373;2214;3134
85;home;o;o;289;140;528;792;2481
85;home;ʊ;U;227;128;510;1238;2250
85;home;ʌ;V;242;128;631;1241;2276
85;home;u;u;256;154;435;1070;2416
86;home;æ;{;276;98;577;1952;2588
86;home;ɑ;A;286;101;822;1315;2708
86;home;ɔ;O;301;100;684;1001;2833
86;home;ɛ;E;200;98;561;1786;2603
86;home;e;e;269;101;497;2083;2628
86;home;ɜ˞;3';252;105;491;1300;1744
86;home;ɪ;I;204;111;433;2012;2708
86;home;i;i;291;100;312;2307;2834
86;home;o;o;282;106;555;1019;2611
86;home;ʊ;U;220;112;409;965;2490
86;home;ʌ;V;208;107;650;1154;2640
86;home;u;u;219;113;365;999;2270
87;home;æ;{;283;187;629;2436;3022
87;home;ɑ;A;285;180;753;1200;2677
87;home;ɔ;O;293;184;704;1052;2749
87;home;ɛ;E;200;187;723;2208;3057
87;home;e;e;255;181;537;2493;3151
87;home;ɜ˞;3';255;196;486;1372;1797
87;home;ɪ;I;224;196;432;2494;3137
87;home;i;i;234;216;420;2600;3256
87;home;o;o;247;181;552;924;2565
87;home;ʊ;U;186;195;497;1107;2501
87;home;ʌ;V;194;180;670;1061;2703
87;home;u;u;245;224;437;871;2393
88;home;æ;{;292;129;511;1811;2529
88;home;ɑ;A;301;120;662;1183;2374
88;home;ɔ;O;300;121;591;974;2325
88;home;ɛ;E;209;127;534;1608;2509
88;home;e;e;282;123;482;1804;2551
88;home;ɜ˞;3';259;133;443;1262;1538
88;home;ɪ;I;244;131;396;1810;2504
88;home;i;i;228;159;315;2052;3005
88;home;o;o;293;143;473;820;2308
88;home;ʊ;U;219;141;465;1087;2217
88;home;ʌ;V;198;124;566;1040;2476
88;home;u;u;250;147;413;1193;2164
89;home;æ;{;245;119;590;1830;2512
89;home;ɑ;A;207;122;682;1259;2618
89;home;ɔ;O;242;118;611;1067;2491
89;home;ɛ;E;198;124;574;1813;2476
89;home;e;e;247;120;501;2042;2617
89;home;ɜ˞;3';248;116;489;1493;1836
89;home;ɪ;I;182;137;429;1962;2554
89;home;i;i;216;130;366;2504;2959
89;home;o;o;232;133;499;927;2493
89;home;ʊ;U;167;136;441;1181;2326
89;home;ʌ;V;188;119;600;1182;2471
89;home;u;u;212;132;378;893;2455
90;home;æ;{;266;123;622;1957;2841
90;home;ɑ;A;270;124;818;1315;2697
90;home;ɔ;O;293;121;643;931;2630
90;home;ɛ;E;172;114;557;1996;2876
90;home;e;e;229;138;441;2348;2935
90;home;ɜ˞;3';238;156;444;1377;1543
90;home;ɪ;I;177;136;416;2296;2995
90;home;i;i;246;133;370;2536;3332
90;home;o;o;188;136;495;938;2519
90;home;ʊ;U;178;164;456;1002;2518
90;home;ʌ;V;166;138;618;1228;2718
90;home;u;u;125;171;374;887;2478
91;home;æ;{;289;116;565;2055;2575
91;home;ɑ;A;250;110;710;1483;2575
91;home;ɔ;O;277;109;679;1102;2424
91;home;ɛ;E;178;115;565;1952;2619
91;home;e;e;256;109;492;2108;2974
91;home;ɜ˞;3';258;123;516;1399;1756
91;home;ɪ;I;198;130;441;2068;2594
91;home;i;i;228;114;354;2375;3150
91;home;o;o;251;119;601;1045;2396
91;home;ʊ;U;205;120;495;1106;2444
91;home;ʌ;V;176;119;622;1163;2370
91;home;u;u;222;130;389;1033;2375
92;femme;æ;{;305;225;678;2293;2861
92;femme;ɑ;A;265;211;1012;1603;2767
92;femme;ɔ;O;305;218;815;1200;2783
92;femme;ɛ;E;217;228;734;1893;2820
92;femme;e;e;239;227;539;2476;2868
92;femme;ɜ˞;3';300;224;470;1437;1672
92;femme;ɪ;I;176;246;496;2260;3027
92;femme;i;i;232;234;441;2806;3260
92;femme;o;o;302;234;557;1135;2961
92;femme;ʊ;U;238;228;489;1357;2937
92;femme;ʌ;V;246;222;803;1501;2989
92;femme;u;u;281;260;503;1068;2810
93;femme;æ;{;486;214;624;2442;3091
93;femme;ɑ;A;443;209;883;1682;2962
93;femme;ɔ;O;464;211;760;1225;2796
93;femme;ɛ;E;432;197;740;2186;3086
93;femme;e;e;453;220;477;2704;3102
93;femme;ɜ˞;3';418;218;500;1441;1914
93;femme;ɪ;I;356;219;446;2444;2956
93;femme;i;i;380;222;435;2890;3667
93;femme;o;o;422;212;432;1013;2690
93;femme;ʊ;U;390;225;503;1332;2903
93;femme;ʌ;V;345;226;788;1547;2917
93;femme;u;u;409;218;435;1384;2804
94;femme;æ;{;293;192;666;2370;2814
94;femme;ɑ;A;257;192;1025;1548;2748
94;femme;ɔ;O;326;186;772;1051;2870
94;femme;ɛ;E;202;218;707;2110;3028
94;femme;e;e;263;208;672;2457;3190
94;femme;ɜ˞;3';278;182;523;1413;1932
94;femme;ɪ;I;197;188;486;2332;2925
94;femme;i;i;289;192;380;2703;3087
94;femme;o;o;274;176;624;1130;2881
94;femme;ʊ;U;265;215;494;1102;2863
94;femme;ʌ;V;206;182;789;1291;2877
94;femme;u;u;271;211;431;788;2717
95;femme;æ;{;353;233;743;2230;3055
95;femme;ɑ;A;350;216;804;1484;2789
95;femme;ɔ;O;379;203;770;1245;2811
95;femme;ɛ;E;315;216;693;1991;3121
95;femme;e;e;437;226;601;2577;3091
95;femme;ɜ˞;3';350;216;619;1716;2138
95;femme;ɪ;I;356;224;502;2391;3071
95;femme;i;i;364;215;428;2767;3627
95;femme;o;o;410;225;627;1314;2911
95;femme;ʊ;U;279;222;509;1323;3122
95;femme;ʌ;V;331;216;731;1552;3111
95;femme;u;u;430;216;436;1415;2843
96;femme;æ;{;338;223;677;2320;2987
96;femme;ɑ;A;365;226;935;1377;2598
96;femme;ɔ;O;363;231;923;1368;2503
96;femme;ɛ;E;260;233;743;1981;2868
96;femme;e;e;302;241;487;2600;3130
96;femme;ɜ˞;3';317;242;494;1485;1863
96;femme;ɪ;I;266;238;497;2379;3074
96;femme;i;i;305;249;346;2703;3510
96;femme;o;o;376;224;443;879;2532
96;femme;ʊ;U;269;244;506;1188;2485
96;femme;ʌ;V;290;224;693;1381;2560
96;femme;u;u;328;223;455;994;2612
97;femme;æ;{;362;223;627;2266;2875
97;femme;ɑ;A;329;211;804;1363;2803
97;femme;ɔ;O;363;212;778;1220;2677
97;femme;ɛ;E;280;211;712;1881;2777
97;femme;e;e;318;214;492;2437;3001
97;femme;ɜ˞;3';342;225;527;1636;1974
97;femme;ɪ;I;266;216;531;2174;2984
97;femme;i;i;332;221;439;2676;3291
97;femme;o;o;353;203;580;995;2637
97;femme;ʊ;U;283;207;483;987;2679
97;femme;ʌ;V;233;226;795;1362;2671
97;femme;u;u;311;219;437;1113;2676
98;femme;æ;{;313;176;690;2327;2771
98;femme;ɑ;A;306;173;939;1233;2564
98;femme;ɔ;O;314;167;809;1097;2646
98;femme;ɛ;E;238;198;734;2141;2746
98;femme;e;e;330;186;553;2458;2788
98;femme;ɜ˞;3';320;174;518;1604;1912
98;femme;ɪ;I;285;192;535;2380;2930
98;femme;i;i;281;200;394;2689;3058
98;femme;o;o;262;196;621;1025;2704
98;femme;ʊ;U;227;182;563;1233;2758
98;femme;ʌ;V;209;189;854;1401;2756
98;femme;u;u;384;211;384;1084;2929
99;femme;æ;{;284;238;658;2650;3471
99;femme;ɑ;A;317;243;827;1701;3056
99;femme;ɔ;O;320;242;815;1426;2990
99;femme;ɛ;E;199;244;732;2189;3366
99;femme;e;e;274;238;496;2665;3173
99;femme;ɜ˞;3';272;250;516;1983;2093
99;femme;ɪ;I;180;247;498;2654;3391
99;femme;i;i;297;264;493;2967;3496
99;femme;o;o;304;253;506;1257;2957
99;femme;ʊ;U;210;254;546;1534;2880
99;femme;ʌ;V;207;243;716;1634;3119
99;femme;u;u;287;258;503;1514;2816
100;femme;æ;{;253;251;685;2299;2930
100;femme;ɑ;A;282;240;913;1436;2589
100;femme;ɔ;O;309;241;890;1063;2523
100;femme;ɛ;E;233;246;710;2138;2818
100;femme;e;e;222;265;505;2777;3044
100;femme;ɜ˞;3';261;248;503;1480;1735
100;femme;ɪ;I;218;253;500;2272;3028
100;femme;i;i;246;266;442;2850;3157
100;femme;o;o;257;252;538;998;2796
100;femme;ʊ;U;209;247;500;1200;2783
100;femme;ʌ;V;193;236;809;1391;2927
100;femme;u;u;265;265;504;1096;2665
101;femme;æ;{;356;227;621;2249;2873
101;femme;ɑ;A;367;223;856;1540;2667
101;femme;ɔ;O;416;225;771;1170;2760
101;femme;ɛ;E;271;227;704;2023;2927
101;femme;e;e;347;220;455;2433;3023
101;femme;ɜ˞;3';342;230;495;1596;1973
101;femme;ɪ;I;249;227;471;2277;2884
101;femme;i;i;324;239;477;2866;3236
101;femme;o;o;363;219;453;980;2854
101;femme;ʊ;U;253;231;491;1179;2636
101;femme;ʌ;V;256;217;680;1499;2885
101;femme;u;u;351;238;473;1113;2626
102;femme;æ;{;385;188;868;2004;2797
102;femme;ɑ;A;380;191;882;1380;2834
102;femme;ɔ;O;380;197;755;1114;2766
102;femme;ɛ;E;317;195;766;1922;2908
102;femme;e;e;413;214;574;2316;2854
102;femme;ɜ˞;3';389;195;567;1496;1803
102;femme;ɪ;I;320;207;453;2427;2932
102;femme;i;i;433;203;408;2627;3064
102;femme;o;o;372;196;597;1150;2751
102;femme;ʊ;U;332;200;575;1619;2737
102;femme;ʌ;V;266;205;773;1614;2813
102;femme;u;u;377;232;461;1627;2761
103;femme;æ;{;355;229;682;2486;3207
103;femme;ɑ;A;343;216;887;1743;2557
103;femme;ɔ;O;397;227;930;1422;2489
103;femme;ɛ;E;234;210;673;2389;2989
103;femme;e;e;329;238;502;2674;3394
103;femme;ɜ˞;3';348;219;501;1555;1938
