id;groupe;ipa;dur;f0;f1;f2;f3
55;homme;ɜ˞;249;154;459;1367;1716
55;homme;ɪ;186;153;440;1954;2587
55;homme;i;223;163;320;2300;3038
55;homme;o;269;153;476;1016;2502
55;homme;ʊ;196;157;485;1086;2556
55;homme;ʌ;183;157;658;1410;2720
55;homme;u;237;156;338;1087;2515
56;homme;æ;319;136;629;1871;2574
56;homme;ɑ;321;148;829;1444;2241
56;homme;ɔ;363;162;695;1108;2384
56;homme;ɛ;261;146;569;1709;2502
56;homme;e;360;141;433;2082;2620
56;homme;ɜ˞;340;140;438;1387;1716
56;homme;ɪ;301;163;470;1959;2697
56;homme;i;323;160;315;2253;2886
56;homme;o;374;149;496;867;2380
56;homme;ʊ;275;151;472;1296;2273
56;homme;ʌ;295;155;619;1241;2455
56;homme;u;327;161;319;936;2187
57;homme;æ;279;100;685;1807;2611
57;homme;ɑ;256;104;825;1429;2701
57;homme;ɔ;283;104;664;1024;2639
57;homme;ɛ;203;99;577;1811;2559
57;homme;e;243;95;439;2126;2762
57;homme;ɜ˞;268;110;439;1220;1681
57;homme;ɪ;164;109;411;2034;2795
57;homme;i;229;106;327;2257;2943
57;homme;o;268;104;486;826;2631
57;homme;ʊ;208;113;459;1036;2625
57;homme;ʌ;172;107;636;1153;2756
57;homme;u;240;116;371;793;2719
58;homme;æ;272;106;559;1983;2560
58;homme;ɑ;278;100;737;1298;2323
58;homme;ɔ;248;108;664;1043;2575
58;homme;ɛ;231;110;570;1824;2627
58;homme;e;256;109;495;2166;2668
58;homme;ɜ˞;287;106;506;1464;1672
58;homme;ɪ;249;121;444;2154;2659
58;homme;i;256;106;329;2514;3073
58;homme;o;269;107;491;1065;2383
58;homme;ʊ;203;116;446;1298;2275
58;homme;ʌ;227;105;631;1133;2560
58;homme;u;260;115;379;1123;2383
59;homme;æ;212;138;544;1819;2511
59;homme;ɑ;192;145;679;1208;2630
59;homme;ɔ;223;142;628;1069;2689
59;homme;ɛ;156;144;546;1750;2509
59;homme;e;218;143;482;1904;2526
59;homme;ɜ˞;204;147;439;1387;1746
59;homme;ɪ;134;145;424;1913;2556
59;homme;i;179;142;311;2274;2510
59;homme;o;214;142;434;862;2561
59;homme;ʊ;150;145;438;1177;2478
59;homme;ʌ;146;147;573;1152;2604
59;homme;u;183;148;382;994;2372
60;homme;æ;257;135;685;1592;2308
60;homme;ɑ;243;132;689;1064;2303
60;homme;ɔ;278;142;634;987;2305
60;homme;ɛ;181;138;554;1790;2469
60;homme;e;259;148;435;2013;2506
60;homme;ɜ˞;256;140;429;1389;1830
60;homme;ɪ;169;145;419;2076;2602
60;homme;i;261;165;322;2282;2746
60;homme;o;272;146;439;699;2107
60;homme;ʊ;178;148;438;979;2187
60;homme;ʌ;176;152;663;1166;2177
60;homme;u;210;174;339;860;2013
61;homme;æ;264;133;514;2031;2815
61;homme;ɑ;342;135;702;1364;2498
61;homme;ɔ;320;146;662;1001;2744
61;homme;ɛ;170;131;608;1831;2694
61;homme;e;338;151;445;2268;2798
61;homme;ɜ˞;298;139;504;1386;1813
61;homme;ɪ;179;142;491;1958;2782
61;homme;i;273;143;364;2366;3042
61;homme;o;337;138;454;745;2623
61;homme;ʊ;166;158;481;1094;2623
61;homme;ʌ;193;147;610;1168;2529
61;homme;u;264;147;415;1016;2465
62;homme;æ;244;149;612;1937;2605
62;homme;ɑ;269;148;811;1355;2599
62;homme;ɔ;274;154;653;1020;2810
62;homme;ɛ;185;151;562;1816;2707
62;homme;e;246;156;492;2195;2786
62;homme;ɜ˞;243;154;505;1330;1929
62;homme;ɪ;194;159;486;2061;2719
62;homme;i;232;160;350;2462;2921
62;homme;o;247;157;566;997;2748
62;homme;ʊ;222;163;499;1127;2684
62;homme;ʌ;183;154;637;1295;2757
62;homme;u;226;165;455;1181;2616
63;homme;æ;286;140;544;2114;2971
63;homme;ɑ;272;135;744;1489;2586
63;homme;ɔ;287;138;648;1013;2473
63;homme;ɛ;199;137;583;1757;2852
63;homme;e;237;141;535;2004;2939
63;homme;ɜ˞;356;156;457;1437;1648
63;homme;ɪ;221;139;433;2012;2855
63;homme;i;263;161;314;2368;3378
63;homme;o;319;133;534;1002;2293
63;homme;ʊ;237;144;438;1181;2381
63;homme;ʌ;189;138;623;1163;2555
63;homme;u;284;156;370;889;2324
64;homme;æ;252;108;556;1854;2679
64;homme;ɑ;206;114;758;1363;2421
64;homme;ɔ;253;107;631;1019;2219
64;homme;ɛ;138;128;615;1624;2265
64;homme;e;196;126;382;2035;2513
64;homme;ɜ˞;185;122;463;1371;1684
64;homme;ɪ;145;123;418;1964;2432
64;homme;i;153;129;328;2123;3444
64;homme;o;204;127;499;859;2080
64;homme;ʊ;147;119;451;1106;2195
64;homme;ʌ;139;120;593;1254;2302
64;homme;u;196;116;372;1010;2136
65;homme;æ;249;119;619;2023;2716
65;homme;ɑ;287;115;784;1345;2522
65;homme;ɔ;316;120;688;1139;2549
65;homme;ɛ;184;122;630;1786;2637
65;homme;e;251;121;499;2068;2676
65;homme;ɜ˞;256;120;491;1455;1896
65;homme;ɪ;220;128;452;2062;2736
65;homme;i;251;127;372;2280;2710
65;homme;o;287;119;520;987;2573
65;homme;ʊ;173;124;470;1202;2555
65;homme;ʌ;226;122;622;1155;2606
65;homme;u;275;128;387;1123;2426
66;homme;æ;274;112;601;1997;2499
66;homme;ɑ;278;107;802;1297;2765
66;homme;ɔ;292;111;696;983;2603
66;homme;ɛ;227;111;629;1810;2639
66;homme;e;311;116;477;2110;2563
66;homme;ɜ˞;274;117;504;1173;1595
66;homme;ɪ;207;113;463;2018;2688
66;homme;i;265;121;367;2244;3042
66;homme;o;279;117;461;801;2442
66;homme;ʊ;204;121;503;1058;2518
66;homme;ʌ;202;114;617;1071;2685
66;homme;u;230;132;389;959;2441
67;homme;æ;270;120;572;2072;2648
67;homme;ɑ;258;131;803;1234;2430
67;homme;ɔ;248;127;691;1111;2439
67;homme;ɛ;153;119;624;1909;2773
67;homme;e;274;131;529;2114;2731
67;homme;ɜ˞;258;134;513;1342;1965
67;homme;ɪ;202;138;501;1971;2734
67;homme;i;241;133;381;2515;3059
67;homme;o;233;126;543;1009;2326
67;homme;ʊ;210;131;504;1318;2491
67;homme;ʌ;201;130;628;1223;2609
67;homme;u;239;147;435;1137;2395
68;homme;æ;301;115;546;1820;2548
68;homme;ɑ;256;116;683;1238;2428
68;homme;ɔ;249;109;587;941;2371
68;homme;ɛ;190;109;559;1755;2514
68;homme;e;267;112;494;1962;2608
68;homme;ɜ˞;260;116;474;1505;1635
68;homme;ɪ;176;107;427;1974;2608
68;homme;i;268;119;352;2254;2888
68;homme;o;261;112;494;925;2235
68;homme;ʊ;216;111;507;1183;2309
68;homme;ʌ;212;113;601;1214;2305
68;homme;u;204;123;372;972;2316
69;homme;æ;259;120;562;1895;2513
69;homme;ɑ;271;124;697;1370;2597
69;homme;ɔ;282;111;636;978;2220
69;homme;ɛ;207;114;609;1675;2495
69;homme;e;262;113;504;1878;2549
69;homme;ɜ˞;252;121;505;1450;1651
69;homme;ɪ;197;129;439;1951;2622
69;homme;i;271;115;323;2269;2943
69;homme;o;275;107;436;865;2377
69;homme;ʊ;208;116;492;1157;2454
69;homme;ʌ;230;116;593;1213;2329
69;homme;u;225;123;374;921;2288
70;homme;æ;257;105;594;2000;2550
70;homme;ɑ;212;106;743;1423;2494
70;homme;ɔ;171;103;686;1064;2432
70;homme;ɛ;215;104;634;1874;2563
70;homme;e;252;115;472;2141;2623
70;homme;ɜ˞;231;116;442;1517;1736
70;homme;ɪ;188;115;453;2013;2660
70;homme;i;218;117;338;2329;2945
70;homme;o;246;105;533;900;2435
70;homme;ʊ;173;113;487;994;2299
70;homme;ʌ;166;105;662;1166;2553
70;homme;u;207;123;371;950;2264
71;homme;æ;212;131;662;1934;2649
71;homme;ɑ;154;173;710;1084;2753
71;homme;ɔ;222;122;681;1060;2863
71;homme;ɛ;125;128;636;1893;2765
71;homme;e;231;124;490;2187;2722
71;homme;ɜ˞;201;140;496;1500;1711
71;homme;ɪ;160;189;469;2128;2744
71;homme;i;194;175;368;2509;2893
71;homme;o;213;130;530;1000;2652
71;homme;ʊ;146;132;435;994;2565
71;homme;ʌ;168;124;682;1192;2774
71;homme;u;197;189;377;888;2416
72;homme;æ;241;114;566;2041;2500
72;homme;ɑ;220;123;825;1438;2434
72;homme;ɔ;226;117;720;1063;2369
72;homme;ɛ;177;118;620;1832;2583
72;homme;e;211;139;393;2305;2694
72;homme;ɜ˞;206;118;453;1432;1690
72;homme;ɪ;145;131;404;2107;2677
72;homme;i;161;132;309;2385;3219
72;homme;o;238;118;509;896;2354
72;homme;ʊ;188;124;491;1246;2336
72;homme;ʌ;145;133;623;1207;2455
72;homme;u;185;143;401;980;2460
73;homme;æ;302;96;559;1873;2509
73;homme;ɑ;290;101;673;1301;2433
73;homme;ɔ;344;92;619;1012;2460
73;homme;ɛ;197;98;565;1805;2608
73;homme;e;338;94;374;2436;2803
73;homme;ɜ˞;310;103;430;1294;1487
73;homme;ɪ;178;105;383;2167;2726
73;homme;i;282;107;307;2405;3442
73;homme;o;301;95;376;659;2572
73;homme;ʊ;191;109;430;1021;2507
73;homme;ʌ;199;96;560;1118;2503
73;homme;u;288;105;313;861;2374
74;homme;æ;208;143;579;1982;2639
74;homme;ɑ;184;160;707;1421;2403
74;homme;ɔ;196;155;640;1149;2227
74;homme;ɛ;146;146;571;1752;2668
74;homme;e;239;158;444;2121;2547
74;homme;ɜ˞;210;146;435;1289;1562
74;homme;ɪ;134;165;440;2119;2694
74;homme;i;202;158;312;2319;2865
74;homme;o;175;150;457;870;2566
74;homme;ʊ;111;156;463;1086;2453
74;homme;ʌ;128;152;622;1285;2472
74;homme;u;171;199;379;982;2407
75;homme;æ;208;149;623;1937;2526
75;homme;ɑ;216;146;697;1293;2461
75;homme;ɔ;195;144;633;995;2500
75;homme;ɛ;166;149;608;1871;2572
75;homme;e;219;148;500;2159;2634
75;homme;ɜ˞;202;151;491;1370;1679
75;homme;ɪ;154;148;438;2049;2609
75;homme;i;205;166;327;2378;2999
75;homme;o;198;160;487;804;2508
75;homme;ʊ;134;160;500;1067;2435
75;homme;ʌ;143;147;666;1135;2471
75;homme;u;185;165;402;809;2466
76;homme;æ;328;136;555;1996;2609
76;homme;ɑ;272;135;816;1361;2493
76;homme;ɔ;268;133;649;1048;2441
76;homme;ɛ;205;131;567;1718;2557
76;homme;e;311;142;480;2100;2576
76;homme;ɜ˞;270;129;477;1376;1679
76;homme;ɪ;204;147;437;1960;2596
76;homme;i;254;159;314;2506;2963
76;homme;o;260;138;502;879;2465
76;homme;ʊ;180;141;495;1093;2463
76;homme;ʌ;204;136;575;1130;2489
76;homme;u;241;160;373;931;2381
77;homme;æ;267;129;555;1849;2502
77;homme;ɑ;250;115;722;1411;2264
77;homme;ɔ;239;116;623;1012;2506
77;homme;ɛ;185;121;541;1743;2563
77;homme;e;261;116;469;2035;2660
77;homme;ɜ˞;252;115;447;1400;1791
77;homme;ɪ;172;128;379;1942;2658
77;homme;i;200;130;365;2119;2883
77;homme;o;243;124;499;883;2618
77;homme;ʊ;160;125;442;1092;2459
77;homme;ʌ;177;124;583;1187;2627
77;homme;u;244;131;377;1008;2308
78;homme;æ;326;110;634;1730;2456
78;homme;ɑ;269;109;748;1274;2406
78;homme;ɔ;304;106;645;1049;2507
78;homme;ɛ;244;112;543;1840;2574
78;homme;e;312;108;438;2003;2552
78;homme;ɜ˞;271;112;440;1447;1701
78;homme;ɪ;226;111;397;1985;2615
78;homme;i;268;113;327;2143;2881
78;homme;o;317;114;465;969;2364
78;homme;ʊ;230;106;466;1375;2478
78;homme;ʌ;219;109;561;1343;2498
78;homme;u;254;114;357;1130;2300
79;homme;æ;270;121;570;1856;2630
79;homme;ɑ;252;116;744;1388;2541
79;homme;ɔ;300;112;645;1063;2565
79;homme;ɛ;217;114;579;1866;2799
79;homme;e;269;121;478;2049;2866
79;homme;ɜ˞;290;119;493;1428;1741
79;homme;ɪ;174;130;428;1999;2849
79;homme;i;219;135;362;2103;3074
79;homme;o;230;122;496;908;2435
79;homme;ʊ;185;120;496;1101;2396
79;homme;ʌ;171;118;630;1328;2554
79;homme;u;265;124;388;982;2316
80;homme;æ;207;130;614;1768;2393
80;homme;ɑ;219;127;700;1295;2310
80;homme;ɔ;202;130;606;991;2135
80;homme;ɛ;139;130;568;1687;2419
80;homme;e;193;140;497;1903;2455
80;homme;ɜ˞;212;130;478;1440;1665
80;homme;ɪ;147;133;434;1872;2543
80;homme;i;195;137;392;2127;2874
80;homme;o;211;142;437;861;2160
80;homme;ʊ;159;132;497;1164;2245
80;homme;ʌ;169;134;596;1053;2282
80;homme;u;193;143;409;846;2073
81;homme;æ;213;131;553;2140;2327
81;homme;ɑ;192;148;705;1323;2643
81;homme;ɔ;229;142;636;1108;2623
81;homme;ɛ;158;135;583;1760;2497
81;homme;e;255;155;477;2073;2617
81;homme;ɜ˞;206;142;451;1314;1731
81;homme;ɪ;142;133;427;2140;2626
81;homme;i;187;145;308;2190;2819
81;homme;o;209;136;548;1067;2480
81;homme;ʊ;153;146;436;1154;2300
81;homme;ʌ;155;141;602;1176;2495
81;homme;u;195;153;377;1063;2238
82;homme;æ;311;153;605;2002;2666
82;homme;ɑ;287;139;963;1524;2552
82;homme;ɔ;196;124;670;919;2241
82;homme;ɛ;201;150;641;1814;2642
82;homme;e;286;151;440;2245;3044
82;homme;ɜ˞;260;138;467;1432;1742
82;homme;ɪ;168;149;440;2082;2767
82;homme;i;235;184;373;2207;3191
82;homme;o;252;151;444;815;2375
82;homme;ʊ;196;151;498;1048;2391
82;homme;ʌ;193;149;608;1167;2523
82;homme;u;250;192;387;967;2257
83;homme;æ;273;140;597;1989;2677
83;homme;ɑ;254;126;711;1428;2413
83;homme;ɔ;281;131;631;1167;2344
83;homme;ɛ;204;138;623;1937;2643
83;homme;e;230;142;502;2025;2642
83;homme;ɜ˞;266;127;505;1447;1823
83;homme;ɪ;194;145;431;2071;2671
83;homme;i;231;154;343;2502;3035
83;homme;o;256;134;522;911;2461
83;homme;ʊ;168;142;435;1263;2559
83;homme;ʌ;201;138;612;1317;2608
83;homme;u;205;151;316;893;2385
84;homme;æ;230;139;561;1772;2597
84;homme;ɑ;213;138;712;1325;2624
84;homme;ɔ;249;134;687;1062;2524
84;homme;ɛ;188;137;562;1591;2556
84;homme;e;217;139;501;1944;2643
84;homme;ɜ˞;214;150;461;1297;1586
84;homme;ɪ;185;143;437;1915;2687
84;homme;i;221;141;394;2300;2827
84;homme;o;229;143;554;1005;2369
84;homme;ʊ;176;151;468;1064;2383
84;homme;ʌ;181;144;628;1172;2626
84;homme;u;200;154;437;1085;2305
85;homme;æ;334;128;615;1885;2709
85;homme;ɑ;292;140;821;1283;2498
85;homme;ɔ;328;131;684;1000;2576
85;homme;ɛ;207;161;622;1799;2726
85;homme;e;319;138;549;1921;2686
85;homme;ɜ˞;326;143;557;1344;1610
85;homme;ɪ;191;162;474;1956;2762
85;homme;i;286;157;373;2214;3134
85;homme;o;289;140;528;792;2481
85;homme;ʊ;227;128;510;1238;2250
85;homme;ʌ;242;128;631;1241;2276
85;homme;u;256;154;435;1070;2416
86;homme;æ;276;98;577;1952;2588
86;homme;ɑ;286;101;822;1315;2708
86;homme;ɔ;301;100;684;1001;2833
86;homme;ɛ;200;98;561;1786;2603
86;homme;e;269;101;497;2083;2628
86;homme;ɜ˞;252;105;491;1300;1744
86;homme;ɪ;204;111;433;2012;2708
86;homme;i;291;100;312;2307;2834
86;homme;o;282;106;555;1019;2611
86;homme;ʊ;220;112;409;965;2490
86;homme;ʌ;208;107;650;1154;2640
86;homme;u;219;113;365;999;2270
87;homme;æ;283;187;629;2436;3022
87;homme;ɑ;285;180;753;1200;2677
87;homme;ɔ;293;184;704;1052;2749
87;homme;ɛ;200;187;723;2208;3057
87;homme;e;255;181;537;2493;3151
87;homme;ɜ˞;255;196;486;1372;1797
87;homme;ɪ;224;196;432;2494;3137
87;homme;i;234;216;420;2600;3256
87;homme;o;247;181;552;924;2565
87;homme;ʊ;186;195;497;1107;2501
87;homme;ʌ;194;180;670;1061;2703
87;homme;u;245;224;437;871;2393
88;homme;æ;292;129;511;1811;2529
88;homme;ɑ;301;120;662;1183;2374
88;homme;ɔ;300;121;591;974;2325
88;homme;ɛ;209;127;534;1608;2509
88;homme;e;282;123;482;1804;2551
88;homme;ɜ˞;259;133;443;1262;1538
88;homme;ɪ;244;131;396;1810;2504
88;homme;i;228;159;315;2052;3005
88;homme;o;293;143;473;820;2308
88;homme;ʊ;219;141;465;1087;2217
88;homme;ʌ;198;124;566;1040;2476
88;homme;u;250;147;413;1193;2164
89;homme;æ;245;119;590;1830;2512
89;homme;ɑ;207;122;682;1259;2618
89;homme;ɔ;242;118;611;1067;2491
89;homme;ɛ;198;124;574;1813;2476
89;homme;e;247;120;501;2042;2617
89;homme;ɜ˞;248;116;489;1493;1836
89;homme;ɪ;182;137;429;1962;2554
89;homme;i;216;130;366;2504;2959
89;homme;o;232;133;499;927;2493
89;homme;ʊ;167;136;441;1181;2326
89;homme;ʌ;188;119;600;1182;2471
89;homme;u;212;132;378;893;2455
90;homme;æ;266;123;622;1957;2841
90;homme;ɑ;270;124;818;1315;2697
90;homme;ɔ;293;121;643;931;2630
90;homme;ɛ;172;114;557;1996;2876
90;homme;e;229;138;441;2348;2935
90;homme;ɜ˞;238;156;444;1377;1543
90;homme;ɪ;177;136;416;2296;2995
90;homme;i;246;133;370;2536;3332
90;homme;o;188;136;495;938;2519
90;homme;ʊ;178;164;456;1002;2518
90;homme;ʌ;166;138;618;1228;2718
90;homme;u;125;171;374;887;2478
91;homme;æ;289;116;565;2055;2575
91;homme;ɑ;250;110;710;1483;2575
91;homme;ɔ;277;109;679;1102;2424
91;homme;ɛ;178;115;565;1952;2619
91;homme;e;256;109;492;2108;2974
91;homme;ɜ˞;258;123;516;1399;1756
91;homme;ɪ;198;130;441;2068;2594
91;homme;i;228;114;354;2375;3150
91;homme;o;251;119;601;1045;2396
91;homme;ʊ;205;120;495;1106;2444
91;homme;ʌ;176;119;622;1163;2370
91;homme;u;222;130;389;1033;2375
92;femme;æ;305;225;678;2293;2861
92;femme;ɑ;265;211;1012;1603;2767
92;femme;ɔ;305;218;815;1200;2783
92;femme;ɛ;217;228;734;1893;2820
92;femme;e;239;227;539;2476;2868
92;femme;ɜ˞;300;224;470;1437;1672
92;femme;ɪ;176;246;496;2260;3027
92;femme;i;232;234;441;2806;3260
92;femme;o;302;234;557;1135;2961
92;femme;ʊ;238;228;489;1357;2937
92;femme;ʌ;246;222;803;1501;2989
92;femme;u;281;260;503;1068;2810
93;femme;æ;486;214;624;2442;3091
93;femme;ɑ;443;209;883;1682;2962
93;femme;ɔ;464;211;760;1225;2796
93;femme;ɛ;432;197;740;2186;3086
93;femme;e;453;220;477;2704;3102
93;femme;ɜ˞;418;218;500;1441;1914
93;femme;ɪ;356;219;446;2444;2956
93;femme;i;380;222;435;2890;3667
93;femme;o;422;212;432;1013;2690
93;femme;ʊ;390;225;503;1332;2903
93;femme;ʌ;345;226;788;1547;2917
93;femme;u;409;218;435;1384;2804
94;femme;æ;293;192;666;2370;2814
94;femme;ɑ;257;192;1025;1548;2748
94;femme;ɔ;326;186;772;1051;2870
94;femme;ɛ;202;218;707;2110;3028
94;femme;e;263;208;672;2457;3190
94;femme;ɜ˞;278;182;523;1413;1932
94;femme;ɪ;197;188;486;2332;2925
94;femme;i;289;192;380;2703;3087
94;femme;o;274;176;624;1130;2881
94;femme;ʊ;265;215;494;1102;2863
94;femme;ʌ;206;182;789;1291;2877
94;femme;u;271;211;431;788;2717
95;femme;æ;353;233;743;2230;3055
95;femme;ɑ;350;216;804;1484;2789
95;femme;ɔ;379;203;770;1245;2811
95;femme;ɛ;315;216;693;1991;3121
95;femme;e;437;226;601;2577;3091
95;femme;ɜ˞;350;216;619;1716;2138
95;femme;ɪ;356;224;502;2391;3071
95;femme;i;364;215;428;2767;3627
95;femme;o;410;225;627;1314;2911
95;femme;ʊ;279;222;509;1323;3122
95;femme;ʌ;331;216;731;1552;3111
95;femme;u;430;216;436;1415;2843
96;femme;æ;338;223;677;2320;2987
96;femme;ɑ;365;226;935;1377;2598
96;femme;ɔ;363;231;923;1368;2503
96;femme;ɛ;260;233;743;1981;2868
96;femme;e;302;241;487;2600;3130
96;femme;ɜ˞;317;242;494;1485;1863
96;femme;ɪ;266;238;497;2379;3074
96;femme;i;305;249;346;2703;3510
96;femme;o;376;224;443;879;2532
96;femme;ʊ;269;244;506;1188;2485
96;femme;ʌ;290;224;693;1381;2560
96;femme;u;328;223;455;994;2612
97;femme;æ;362;223;627;2266;2875
97;femme;ɑ;329;211;804;1363;2803
97;femme;ɔ;363;212;778;1220;2677
97;femme;ɛ;280;211;712;1881;2777
97;femme;e;318;214;492;2437;3001
97;femme;ɜ˞;342;225;527;1636;1974
97;femme;ɪ;266;216;531;2174;2984
97;femme;i;332;221;439;2676;3291
97;femme;o;353;203;580;995;2637
97;femme;ʊ;283;207;483;987;2679
97;femme;ʌ;233;226;795;1362;2671
97;femme;u;311;219;437;1113;2676
98;femme;æ;313;176;690;2327;2771
98;femme;ɑ;306;173;939;1233;2564
98;femme;ɔ;314;167;809;1097;2646
98;femme;ɛ;238;198;734;2141;2746
98;femme;e;330;186;553;2458;2788
98;femme;ɜ˞;320;174;518;1604;1912
98;femme;ɪ;285;192;535;2380;2930
98;femme;i;281;200;394;2689;3058
98;femme;o;262;196;621;1025;2704
98;femme;ʊ;227;182;563;1233;2758
98;femme;ʌ;209;189;854;1401;2756
98;femme;u;384;211;384;1084;2929
99;femme;æ;284;238;658;2650;3471
99;femme;ɑ;317;243;827;1701;3056
99;femme;ɔ;320;242;815;1426;2990
99;femme;ɛ;199;244;732;2189;3366
99;femme;e;274;238;496;2665;3173
99;femme;ɜ˞;272;250;516;1983;2093
99;femme;ɪ;180;247;498;2654;3391
99;femme;i;297;264;493;2967;3496
99;femme;o;304;253;506;1257;2957
99;femme;ʊ;210;254;546;1534;2880
99;femme;ʌ;207;243;716;1634;3119
99;femme;u;287;258;503;1514;2816
100;femme;æ;253;251;685;2299;2930
100;femme;ɑ;282;240;913;1436;2589
100;femme;ɔ;309;241;890;1063;2523
100;femme;ɛ;233;246;710;2138;2818
100;femme;e;222;265;505;2777;3044
100;femme;ɜ˞;261;248;503;1480;1735
100;femme;ɪ;218;253;500;2272;3028
100;femme;i;246;266;442;2850;3157
100;femme;o;257;252;538;998;2796
100;femme;ʊ;209;247;500;1200;2783
100;femme;ʌ;193;236;809;1391;2927
100;femme;u;265;265;504;1096;2665
101;femme;æ;356;227;621;2249;2873
101;femme;ɑ;367;223;856;1540;2667
101;femme;ɔ;416;225;771;1170;2760
101;femme;ɛ;271;227;704;2023;2927
101;femme;e;347;220;455;2433;3023
101;femme;ɜ˞;342;230;495;1596;1973
101;femme;ɪ;249;227;471;2277;2884
101;femme;i;324;239;477;2866;3236
101;femme;o;363;219;453;980;2854
101;femme;ʊ;253;231;491;1179;2636
101;femme;ʌ;256;217;680;1499;2885
101;femme;u;351;238;473;1113;2626
102;femme;æ;385;188;868;2004;2797
102;femme;ɑ;380;191;882;1380;2834
102;femme;ɔ;380;197;755;1114;2766
102;femme;ɛ;317;195;766;1922;2908
102;femme;e;413;214;574;2316;2854
102;femme;ɜ˞;389;195;567;1496;1803
102;femme;ɪ;320;207;453;2427;2932
102;femme;i;433;203;408;2627;3064
102;femme;o;372;196;597;1150;2751
102;femme;ʊ;332;200;575;1619;2737
102;femme;ʌ;266;205;773;1614;2813
102;femme;u;377;232;461;1627;2761
103;femme;æ;355;229;682;2486;3207
103;femme;ɑ;343;216;887;1743;2557
103;femme;ɔ;397;227;930;1422;2489
103;femme;ɛ;234;210;673;2389;2989
103;femme;e;329;238;502;2674;3394
103;femme;ɜ˞;348;219;501;1555;1938
103;femme;ɪ;246;237;489;2603;3353
103;femme;i;359;223;435;2868;3625
103;femme;o;319;233;688;1185;2748
103;femme;ʊ;289;225;502;1322;2951
103;femme;ʌ;248;241;817;1604;2649
103;femme;u;300;242;477;998;2690
104;femme;æ;315;237;668;2252;2790
104;femme;ɑ;329;226;869;1495;2731
104;femme;ɔ;363;234;697;1142;2507
104;femme;ɛ;231;214;651;2157;2794
104;femme;e;318;236;647;2539;2879
104;femme;ɜ˞;275;244;531;1688;1971
104;femme;ɪ;219;233;555;2216;2812
104;femme;i;336;229;438;2813;3532
104;femme;o;315;236;631;1181;2458
104;femme;ʊ;227;240;552;1193;2559
104;femme;ʌ;221;235;739;1320;2596
104;femme;u;298;231;445;1136;2692
105;femme;æ;272;214;726;2350;2996
105;femme;ɑ;275;211;994;1609;2930
105;femme;ɔ;266;223;748;1063;2876
105;femme;ɛ;241;226;817;2242;3139
105;femme;e;230;206;596;2478;2924
105;femme;ɜ˞;267;225;506;1604;1915
105;femme;ɪ;209;221;491;2316;2934
105;femme;i;261;225;440;2706;3404
105;femme;o;264;216;636;1041;2862
105;femme;ʊ;227;224;499;1103;2900
105;femme;ʌ;206;220;742;1352;2960
105;femme;u;241;239;483;1117;2707
106;femme;æ;400;226;620;2316;2849
106;femme;ɑ;340;226;955;1615;2678
106;femme;ɔ;394;229;827;1189;2633
106;femme;ɛ;217;222;684;1992;2951
106;femme;e;325;244;500;2482;3060
106;femme;ɜ˞;355;234;484;1652;1928
106;femme;ɪ;218;234;485;2129;2967
106;femme;i;321;259;455;2797;3129
106;femme;o;357;226;449;924;2694
106;femme;ʊ;240;248;501;1189;2647
106;femme;ʌ;288;226;700;1338;2750
106;femme;u;298;262;466;778;2699
107;femme;æ;356;202;634;2596;3255
107;femme;ɑ;305;189;1085;1687;2870
107;femme;ɔ;342;201;847;1192;2999
107;femme;ɛ;253;197;756;2008;3089
107;femme;e;336;207;617;2697;3154
107;femme;ɜ˞;295;219;597;1588;1905
107;femme;ɪ;290;214;457;2590;3232
107;femme;i;278;227;443;2944;3546
107;femme;o;346;209;612;1026;2896
107;femme;ʊ;273;219;562;1109;2904
107;femme;ʌ;250;198;824;1459;2924
107;femme;u;268;225;440;1122;2856
108;femme;æ;323;212;672;2145;2764
108;femme;ɑ;267;205;937;1623;2844
108;femme;ɔ;341;211;794;1185;2896
108;femme;ɛ;188;216;750;1935;2930
108;femme;e;261;210;558;2505;2855
108;femme;ɜ˞;308;212;491;1506;1727
108;femme;ɪ;203;221;474;2362;2830
108;femme;i;240;210;429;2698;3509
108;femme;o;298;206;616;1034;2785
108;femme;ʊ;202;232;492;1161;2766
108;femme;ʌ;183;212;705;1166;2890
108;femme;u;266;216;436;911;2724
109;femme;æ;363;237;698;2339;3075
109;femme;ɑ;316;239;918;1640;2801
109;femme;ɔ;327;241;848;1175;2892
109;femme;ɛ;317;238;706;1986;3228
109;femme;e;334;244;572;2428;3120
109;femme;ɜ˞;319;246;524;1547;2066
109;femme;ɪ;256;252;501;2355;3161
109;femme;i;302;247;492;2695;3371
109;femme;o;340;241;631;1185;2942
109;femme;ʊ;332;249;505;1404;2774
109;femme;ʌ;286;235;839;1555;3003
109;femme;u;293;257;506;1030;2575
110;femme;æ;307;187;586;2299;2748
110;femme;ɑ;365;193;818;1351;2933
110;femme;ɔ;344;185;713;1132;2948
110;femme;ɛ;263;173;717;2256;2896
110;femme;e;305;203;574;2360;2686
110;femme;ɜ˞;325;175;508;1562;1914
110;femme;ɪ;240;213;449;2173;2840
110;femme;i;287;195;382;2563;3477
110;femme;o;317;174;504;1047;2749
110;femme;ʊ;301;233;500;1095;2804
110;femme;ʌ;249;216;642;1338;2938
110;femme;u;283;171;360;1034;2731
111;femme;æ;382;217;616;2156;2865
