id;groupe;genre;ipa;f0;f1;f2;f3
31;homme;masculin;ɪ;140;490;2000;2620
31;homme;masculin;ɪ;140;490;1960;2600
31;homme;masculin;ɛ;125;640;2000;2620
31;homme;masculin;ɛ;111;555;1870;2540
31;homme;masculin;æ;112;697;1610;2540
31;homme;masculin;æ;114;684;1634;2510
31;homme;masculin;ʌ;115;633;1260;2530
31;homme;masculin;ʌ;120;660;1213;2460
31;homme;masculin;ɑ;112;730;1203;2700
31;homme;masculin;ɑ;107;752;1125;2620
31;homme;masculin;ɔ;108;507;755;2420
31;homme;masculin;ɔ;116;538;816;2450
31;homme;masculin;ʊ;114;456;1040;2300
31;homme;masculin;ʊ;120;480;1120;2160
31;homme;masculin;u;123;344;960;2150
31;homme;masculin;u;125;350;1000;2250
31;homme;masculin;ɜ˞;112;539;1370;1800
31;homme;masculin;ɜ˞;117;549;1353;1728
32;homme;masculin;i;146;292;2500;3150
32;homme;masculin;i;133;266;2370;3100
32;homme;masculin;ɪ;143;372;2220;2640
32;homme;masculin;ɪ;131;350;2130;2610
32;homme;masculin;ɛ;133;574;1840;2260
32;homme;masculin;ɛ;133;563;1960;2450
32;homme;masculin;æ;125;650;1738;2400
32;homme;masculin;æ;130;663;1820;2400
32;homme;masculin;ʌ;137;600;1370;2180
32;homme;masculin;ʌ;125;625;1312;2250
32;homme;masculin;ɑ;133;735;1070;2100
32;homme;masculin;ɑ;117;713;1180;2200
32;homme;masculin;ɔ;125;625;875;2180
32;homme;masculin;ɔ;115;700;1000;2250
32;homme;masculin;ʊ;150;420;1100;2000
32;homme;masculin;ʊ;140;420;1120;2100
32;homme;masculin;u;125;350;980;2200
32;homme;masculin;u;133;320;918;2100
32;homme;masculin;ɜ˞;143;554;1480;1800
32;homme;masculin;ɜ˞;128;484;1505;1890
33;homme;masculin;i;143;286;2415;2860
33;homme;masculin;i;150;300;2415;2860
33;homme;masculin;ɪ;140;400;1980;2500
33;homme;masculin;ɪ;145;407;2095;2620
33;homme;masculin;ɛ;125;525;1988;2610
33;homme;masculin;ɛ;144;553;1935;2530
33;homme;masculin;æ;133;640;1773;2490
33;homme;masculin;æ;133;640;1840;2560
33;homme;masculin;ʌ;143;672;1272;2640
33;homme;masculin;ʌ;146;658;1241;2560
33;homme;masculin;ɑ;130;780;1170;2640
33;homme;masculin;ɑ;131;788;1115;2645
33;homme;masculin;ɔ;138;633;891;2500
33;homme;masculin;ɔ;150;600;935;2550
33;homme;masculin;ʊ;175;490;1102;2420
33;homme;masculin;ʊ;154;492;1077;2306
33;homme;masculin;u;160;320;960;2240
33;homme;masculin;u;160;320;960;2290
33;homme;masculin;ɜ˞;143;543;1310;1643
33;homme;masculin;ɜ˞;145;508;1309;1600
34;femme;NA;i;230;370;2670;3100
34;femme;NA;i;234;390;2760;3060
34;femme;NA;ɪ;234;468;2330;2930
34;femme;NA;ɪ;205;410;2380;2950
34;femme;NA;ɛ;190;550;2200;2880
34;femme;NA;ɛ;191;570;2100;3040
34;femme;NA;æ;200;800;1980;2810
34;femme;NA;æ;192;860;1920;2850
34;femme;NA;ʌ;227;635;1200;3250
34;femme;NA;ʌ;200;700;1200;3100
34;femme;NA;ɑ;210;880;1240;2870
34;femme;NA;ɑ;188;830;1200;2880
34;femme;NA;ɔ;207;570;830;3300
34;femme;NA;ɔ;200;700;1000;3130
34;femme;NA;ʊ;240;410;940;3040
34;femme;NA;ʊ;225;450;970;3190
34;femme;NA;u;238;480;955;2960
34;femme;NA;u;208;395;810;2900
34;femme;NA;ɜ˞;200;500;1850;2100
34;femme;NA;ɜ˞;200;560;1750;2100
35;femme;NA;i;225;270;2760;3550
35;femme;NA;i;240;290;2700;3350
35;femme;NA;ɪ;245;460;2500;3220
35;femme;NA;ɪ;220;410;2400;3240
35;femme;NA;ɛ;220;620;2300;3200
35;femme;NA;ɛ;210;630;2300;3170
35;femme;NA;æ;220;820;2180;2850
35;femme;NA;æ;195;740;2120;3070
35;femme;NA;ʌ;240;800;1300;2900
35;femme;NA;ʌ;225;760;1400;2830
35;femme;NA;ɑ;214;850;1120;2620
35;femme;NA;ɑ;190;880;1220;2850
35;femme;NA;ɔ;228;460;900;2830
35;femme;NA;ɔ;222;440;880;2850
35;femme;NA;ʊ;250;500;1040;2750
35;femme;NA;ʊ;245;490;1000;2720
35;femme;NA;u;250;400;940;2720
35;femme;NA;u;245;410;860;2700
35;femme;NA;ɜ˞;225;440;1560;1750
35;femme;NA;ɜ˞;210;420;1600;1750
36;femme;NA;i;210;290;2700;3020
36;femme;NA;i;215;280;2630;3240
36;femme;NA;ɪ;211;420;2300;2950
36;femme;NA;ɪ;211;420;2220;2980
36;femme;NA;ɛ;207;640;2120;2900
36;femme;NA;ɛ;221;700;2000;2900
36;femme;NA;æ;212;1000;1830;2820
36;femme;NA;æ;204;980;1800;2820
36;femme;NA;ʌ;205;780;1410;2720
36;femme;NA;ʌ;208;710;1450;2750
36;femme;NA;ɑ;205;950;1280;2600
36;femme;NA;ɑ;210;870;1260;2740
36;femme;NA;ɔ;203;610;900;2710
36;femme;NA;ɔ;210;630;840;2700
36;femme;NA;ʊ;211;440;1050;2780
36;femme;NA;ʊ;210;420;1050;2740
36;femme;NA;u;222;380;860;2500
36;femme;NA;u;208;330;750;2740
36;femme;NA;ɜ˞;208;580;1450;1720
36;femme;NA;ɜ˞;212;540;1560;1900
37;femme;NA;i;210;294;2800;3100
37;femme;NA;i;222;270;2880;3160
37;femme;NA;ɪ;202;420;2430;3030
37;femme;NA;ɪ;212;420;2370;2930
37;femme;NA;ɛ;200;580;2180;2770
37;femme;NA;ɛ;217;540;2160;2770
37;femme;NA;æ;200;820;1970;2620
37;femme;NA;æ;210;840;2000;2700
37;femme;NA;ʌ;208;690;1200;2900
37;femme;NA;ʌ;201;666;1206;2900
37;femme;NA;ɑ;200;800;1200;2920
37;femme;NA;ɑ;190;760;1140;2850
37;femme;NA;ɔ;200;560;760;2800
37;femme;NA;ɔ;207;560;770;3000
37;femme;NA;ʊ;215;430;1075;2580
37;femme;NA;ʊ;213;430;1000;2700
37;femme;NA;u;220;330;840;2550
37;femme;NA;u;213;280;850;2500
37;femme;NA;ɜ˞;205;430;1800;1930
37;femme;NA;ɜ˞;200;420;1740;1960
38;femme;NA;i;175;350;2800;3160
38;femme;NA;i;187;338;2870;3300
38;femme;NA;ɪ;200;400;2540;3200
38;femme;NA;ɪ;210;420;2680;3000
38;femme;NA;ɛ;180;518;2470;3200
38;femme;NA;ɛ;200;600;2400;3150
38;femme;NA;æ;171;773;2000;2870
38;femme;NA;æ;175;875;2100;2970
38;femme;NA;ʌ;183;733;1468;2700
38;femme;NA;ʌ;200;740;1280;2900
38;femme;NA;ɑ;178;730;1210;2740
38;femme;NA;ɑ;175;735;1220;2850
38;femme;NA;ɔ;160;560;960;2850
38;femme;NA;ɔ;192;536;850;2850
38;femme;NA;ʊ;212;424;1040;2780
38;femme;NA;ʊ;200;520;1060;2670
38;femme;NA;u;190;380;770;2900
38;femme;NA;u;187;340;750;2780
38;femme;NA;ɜ˞;177;490;2120;2480
38;femme;NA;ɜ˞;197;493;1930;2300
39;femme;NA;i;250;325;2700;3100
39;femme;NA;i;225;310;2750;3225
39;femme;NA;ɪ;214;350;2580;3000
39;femme;NA;ɪ;267;390;2700;3200
39;femme;NA;ɛ;233;560;2330;2800
39;femme;NA;ɛ;200;520;2500;3000
39;femme;NA;æ;171;806;1970;2600
39;femme;NA;æ;150;825;1860;2550
39;femme;NA;ʌ;186;708;1485;2760
39;femme;NA;ʌ;188;676;1500;2590
39;femme;NA;ɑ;200;800;1200;2800
39;femme;NA;ɑ;205;714;1154;2850
39;femme;NA;ɔ;267;530;800;2780
39;femme;NA;ɔ;180;485;810;2750
39;femme;NA;ʊ;214;450;1460;2550
39;femme;NA;ʊ;233;467;1400;2450
39;femme;NA;u;225;450;1080;2350
39;femme;NA;u;200;400;1000;2400
39;femme;NA;ɜ˞;193;524;1700;2130
39;femme;NA;ɜ˞;180;507;1800;2380
40;femme;NA;i;200;300;3100;3400
40;femme;NA;i;216;300;3100;3500
40;femme;NA;ɪ;214;428;2570;3000
40;femme;NA;ɪ;220;440;2640;3080
40;femme;NA;ɛ;210;528;2540;3170
40;femme;NA;ɛ;210;504;2520;3200
40;femme;NA;æ;187;940;2250;2760
40;femme;NA;æ;200;820;2200;2920
40;femme;NA;ʌ;204;816;1450;2700
40;femme;NA;ʌ;214;858;1500;2700
40;femme;NA;ɑ;200;960;1280;3000
40;femme;NA;ɑ;180;1040;1300;3000
40;femme;NA;ɔ;220;520;880;2500
40;femme;NA;ɔ;217;574;890;2510
40;femme;NA;ʊ;233;466;1330;2750
40;femme;NA;ʊ;233;466;1165;2800
40;femme;NA;u;180;300;850;2800
40;femme;NA;u;175;350;840;2750
40;femme;NA;ɜ˞;216;432;1790;2060
40;femme;NA;ɜ˞;219;360;1900;2320
41;femme;NA;i;225;337;2700;3300
41;femme;NA;i;233;340;2720;3200
41;femme;NA;ɪ;237;474;2370;3095
41;femme;NA;ɪ;237;475;2400;3090
41;femme;NA;ɛ;229;526;2360;3090
41;femme;NA;ɛ;233;580;2360;3150
41;femme;NA;æ;230;690;2185;2990
41;femme;NA;æ;220;660;2200;3020
41;femme;NA;ʌ;225;675;1551;2923
41;femme;NA;ʌ;233;690;1630;2900
41;femme;NA;ɑ;222;845;1334;2890
41;femme;NA;ɑ;233;888;1290;2800
41;femme;NA;ɔ;225;631;923;2250
41;femme;NA;ɔ;233;543;980;2300
41;femme;NA;ʊ;233;537;1360;2920
41;femme;NA;ʊ;240;480;1345;2680
41;femme;NA;u;235;400;1180;2760
41;femme;NA;u;233;396;1120;2560
41;femme;NA;ɜ˞;225;450;1640;2250
41;femme;NA;ɜ˞;233;489;1630;2090
42;femme;NA;i;225;225;2760;3900
42;femme;NA;i;230;230;2850;3800
42;femme;NA;ɪ;238;429;2560;3200
42;femme;NA;ɪ;230;430;2575;3100
42;femme;NA;ɛ;214;579;2570;3300
42;femme;NA;ɛ;214;536;2570;3100
42;femme;NA;æ;205;823;2220;2870
42;femme;NA;æ;200;800;2100;2900
42;femme;NA;ʌ;250;750;1500;2750
42;femme;NA;ʌ;217;738;1300;2820
42;femme;NA;ɑ;200;840;1300;3100
42;femme;NA;ɑ;206;990;1340;3100
42;femme;NA;ɔ;214;579;856;2790
42;femme;NA;ɔ;205;545;905;2750
42;femme;NA;ʊ;233;490;1220;2610
42;femme;NA;ʊ;250;513;1500;2650
42;femme;NA;u;250;400;1250;2500
42;femme;NA;u;225;405;1080;2500
42;femme;NA;ɜ˞;233;466;1860;2260
42;femme;NA;ɜ˞;225;540;1780;2220
43;femme;NA;i;240;290;3000;3840
43;femme;NA;i;250;325;2900;3500
43;femme;NA;ɪ;250;500;2370;3120
43;femme;NA;ɪ;238;476;2380;3090
43;femme;NA;ɛ;238;760;2380;3205
43;femme;NA;ɛ;233;746;2290;3030
43;femme;NA;æ;206;1008;1990;2870
43;femme;NA;æ;200;1040;2000;2800
43;femme;NA;ʌ;220;830;1540;2860
43;femme;NA;ʌ;237;900;1510;2840
43;femme;NA;ɑ;206;970;1343;3018
43;femme;NA;ɑ;236;592;1230;2600
43;femme;NA;ɔ;233;650;900;2920
43;femme;NA;ɔ;229;687;1060;2780
43;femme;NA;ʊ;233;512;1211;2630
43;femme;NA;ʊ;233;467;1167;2595
43;femme;NA;u;250;450;875;2750
43;femme;NA;u;233;420;935;2710
43;femme;NA;ɜ˞;230;622;1750;2070
43;femme;NA;ɜ˞;225;652;1710;2043
44;femme;NA;i;255;275;2800;3310
44;femme;NA;i;245;245;2800;3300
44;femme;NA;ɪ;267;534;2500;3250
44;femme;NA;ɪ;264;528;2640;3370
44;femme;NA;ɛ;238;700;2380;3250
44;femme;NA;ɛ;250;750;2480;3000
44;femme;NA;æ;237;1020;1900;2960
44;femme;NA;æ;233;1005;2050;2870
44;femme;NA;ʌ;263;750;1500;2850
44;femme;NA;ʌ;250;850;1400;2750
44;femme;NA;ɑ;258;978;1290;2840
44;femme;NA;ɑ;246;935;1230;2730
44;femme;NA;ɔ;250;500;750;2750
44;femme;NA;ɔ;243;632;850;2850
44;femme;NA;ʊ;250;350;1170;2750
44;femme;NA;ʊ;266;450;1000;2800
44;femme;NA;u;256;358;640;2560
44;femme;NA;u;250;300;750;2500
44;femme;NA;ɜ˞;260;520;1560;1820
44;femme;NA;ɜ˞;250;500;1500;1750
45;femme;NA;i;236;236;2790;3760
45;femme;NA;i;242;242;2770;3800
45;femme;NA;ɪ;222;444;2555;3110
45;femme;NA;ɪ;242;420;2700;3120
45;femme;NA;ɛ;226;634;2325;2940
45;femme;NA;ɛ;225;608;2475;3100
45;femme;NA;æ;210;1010;2060;2900
45;femme;NA;æ;200;980;2160;2920
45;femme;NA;ʌ;217;818;1450;2500
45;femme;NA;ʌ;200;750;1280;2650
45;femme;NA;ɑ;220;820;1200;2640
45;femme;NA;ɑ;210;900;1120;2900
45;femme;NA;ɔ;220;440;749;2640
45;femme;NA;ɔ;210;567;752;2600
45;femme;NA;ʊ;204;460;1045;2504
45;femme;NA;ʊ;240;480;1105;2400
45;femme;NA;u;250;420;1000;2500
45;femme;NA;u;275;350;1100;2400
45;femme;NA;ɜ˞;217;487;1500;1780
45;femme;NA;ɜ˞;206;467;1420;1640
46;femme;NA;i;225;360;2920;3400
46;femme;NA;i;233;340;2840;3300
46;femme;NA;ɪ;257;514;2570;3070
46;femme;NA;ɪ;238;500;2680;3260
46;femme;NA;ɛ;238;650;2495;3090
46;femme;NA;ɛ;216;650;2380;3030
46;femme;NA;æ;225;1020;2030;2700
46;femme;NA;æ;225;1000;2200;2770
46;femme;NA;ʌ;225;788;1462;2920
46;femme;NA;ʌ;217;736;1500;2900
46;femme;NA;ɑ;214;987;1330;2830
46;femme;NA;ɑ;214;1009;1415;3080
46;femme;NA;ɔ;226;672;1084;2495
46;femme;NA;ɔ;209;627;1045;2504
46;femme;NA;ʊ;250;500;1200;2450
46;femme;NA;ʊ;230;460;1150;2880
46;femme;NA;u;267;420;990;2860
46;femme;NA;u;190;380;893;2920
46;femme;NA;ɜ˞;246;610;1630;2020
46;femme;NA;ɜ˞;225;585;1700;1850
47;femme;NA;i;285;285;2900;3500
47;femme;NA;i;286;310;2900;3400
47;femme;NA;ɪ;297;480;2670;3260
47;femme;NA;ɪ;220;440;2620;3380
47;femme;NA;ɛ;173;550;2370;3140
47;femme;NA;ɛ;260;520;2340;3040
47;femme;NA;æ;167;790;2180;3020
47;femme;NA;æ;280;840;2160;3020
47;femme;NA;ʌ;280;840;1400;2750
47;femme;NA;ʌ;270;760;1330;2950
47;femme;NA;ɑ;252;900;1290;2750
47;femme;NA;ɑ;260;900;1240;3110
47;femme;NA;ɔ;175;700;1050;2750
47;femme;NA;ɔ;190;720;1080;3030
47;femme;NA;ʊ;286;540;1200;2860
47;femme;NA;ʊ;205;570;1200;2970
47;femme;NA;u;328;400;980;2630
47;femme;NA;u;290;440;990;2900
47;femme;NA;ɜ˞;286;570;2000;2480
47;femme;NA;ɜ˞;260;510;1850;2350
48;femme;NA;i;170;340;2750;3120
48;femme;NA;i;238;360;2760;3120
48;femme;NA;ɪ;167;480;2390;2950
48;femme;NA;ɪ;194;520;2450;3000
48;femme;NA;ɛ;220;620;2520;2920
48;femme;NA;ɛ;222;620;2440;2880
48;femme;NA;æ;222;1110;2160;2700
48;femme;NA;æ;214;1070;1960;2750
48;femme;NA;ʌ;217;820;1240;2600
48;femme;NA;ʌ;216;860;1300;2670
48;femme;NA;ɑ;150;840;1110;2930
48;femme;NA;ɑ;170;850;1120;2850
48;femme;NA;ɔ;200;500;700;2930
48;femme;NA;ɔ;212;380;720;2700
48;femme;NA;ʊ;235;400;940;2820
48;femme;NA;ʊ;214;380;860;2680
48;femme;NA;u;196;330;760;2870
48;femme;NA;u;188;350;710;2760
48;femme;NA;ɜ˞;182;550;1780;2080
48;femme;NA;ɜ˞;201;600;1750;2000
49;femme;NA;i;200;320;2360;2980
49;femme;NA;i;203;304;2380;3050
49;femme;NA;ɪ;211;444;2220;2740
49;femme;NA;ɪ;210;420;2090;2780
49;femme;NA;ɛ;200;500;2350;2830
49;femme;NA;ɛ;200;600;2200;2700
49;femme;NA;æ;192;845;1700;2300
49;femme;NA;æ;187;860;1724;2530
49;femme;NA;ʌ;200;720;1440;2380
49;femme;NA;ʌ;191;707;1470;2440
49;femme;NA;ɑ;200;700;1080;2420
49;femme;NA;ɑ;192;767;1150;2590
49;femme;NA;ɔ;200;600;860;2410
49;femme;NA;ɔ;200;600;900;2400
49;femme;NA;ʊ;210;546;1090;2400
49;femme;NA;ʊ;210;462;1240;2310
49;femme;NA;u;257;360;930;2260
49;femme;NA;u;220;440;1100;2300
49;femme;NA;ɜ˞;200;540;1400;1800
49;femme;NA;ɜ˞;204;460;1350;1560
50;femme;NA;i;203;406;2600;2945
50;femme;NA;i;200;400;2600;3100
50;femme;NA;ɪ;200;460;2300;2800
50;femme;NA;ɪ;210;420;2305;2835
50;femme;NA;ɛ;190;570;2100;2720
50;femme;NA;ɛ;207;538;2175;2880
50;femme;NA;æ;189;850;1853;2685
50;femme;NA;æ;193;830;1800;2620
50;femme;NA;ʌ;200;720;1500;2560
50;femme;NA;ʌ;200;800;1400;2420
50;femme;NA;ɑ;194;915;1280;2530
50;femme;NA;ɑ;206;723;1196;2600
50;femme;NA;ɔ;192;575;1073;2490
50;femme;NA;ɔ;200;600;1100;2600
50;femme;NA;ʊ;202;520;1210;2420
50;femme;NA;ʊ;212;468;1275;2550
50;femme;NA;u;207;370;1000;2470
50;femme;NA;u;205;330;970;2460
50;femme;NA;ɜ˞;200;560;1600;1900
50;femme;NA;ɜ˞;206;514;1540;1955
51;femme;NA;i;240;380;2880;3360
51;femme;NA;i;250;380;2820;3300
51;femme;NA;ɪ;233;514;2600;2930
51;femme;NA;ɪ;237;473;2660;2970
51;femme;NA;ɛ;223;567;2460;3122
51;femme;NA;ɛ;224;521;2460;2920
51;femme;NA;æ;218;808;2070;2880
51;femme;NA;æ;203;678;2420;3080
51;femme;NA;ʌ;200;800;1340;2700
51;femme;NA;ʌ;214;772;1280;2660
51;femme;NA;ɑ;183;843;1190;2860
51;femme;NA;ɑ;205;740;1160;2780
51;femme;NA;ɔ;222;623;1022;2700
51;femme;NA;ɔ;220;594;990;2640
51;femme;NA;ʊ;240;480;960;2820
51;femme;NA;ʊ;242;484;900;2640
51;femme;NA;u;233;370;933;2520
51;femme;NA;u;250;325;750;2500
51;femme;NA;ɜ˞;225;450;1680;2050
51;femme;NA;ɜ˞;233;466;1630;1865
52;femme;NA;i;200;320;2750;3100
52;femme;NA;i;178;356;2755;3200
52;femme;NA;ɪ;194;388;2622;3050
52;femme;NA;ɪ;194;426;2460;3040
52;femme;NA;ɛ;187;592;2242;2765
52;femme;NA;ɛ;191;535;2290;2870
52;femme;NA;æ;188;750;2060;2770
52;femme;NA;æ;162;650;2110;2618
52;femme;NA;ʌ;187;618;1518;2700
52;femme;NA;ʌ;183;624;1430;2660
52;femme;NA;ɑ;163;766;1180;2340
52;femme;NA;ɑ;167;750;1065;2640
52;femme;NA;ɔ;170;595;918;2600
52;femme;NA;ɔ;176;630;985;2630
52;femme;NA;ʊ;200;420;1200;2600
52;femme;NA;ʊ;200;460;1260;2640
52;femme;NA;u;187;375;1124;2685
52;femme;NA;u;188;375;1143;2700
52;femme;NA;ɜ˞;180;504;1565;1835
52;femme;NA;ɜ˞;183;513;1578;1830
53;femme;NA;i;280;357;2800;3360
53;femme;NA;i;275;340;2860;3350
53;femme;NA;ɪ;290;480;2600;3060
53;femme;NA;ɪ;292;465;2598;3060
53;femme;NA;ɛ;250;700;2350;2980
53;femme;NA;ɛ;240;737;2325;3100
53;femme;NA;æ;200;960;2100;3000
53;femme;NA;æ;217;1030;2200;3260
53;femme;NA;ʌ;275;920;1512;2950
53;femme;NA;ʌ;260;910;1688;3050
53;femme;NA;ɑ;275;990;1237;2360
53;femme;NA;ɑ;267;987;1172;3180
53;femme;NA;ɔ;267;587;1068;3270
53;femme;NA;ɔ;293;560;990;3150
53;femme;NA;ʊ;275;520;1350;3190
53;femme;NA;ʊ;280;510;1415;3130
53;femme;NA;u;300;420;1045;3060
53;femme;NA;u;300;390;960;3030
53;femme;NA;ɜ˞;230;460;1860;2250
53;femme;NA;ɜ˞;214;504;1820;2290
54;femme;NA;i;200;240;2760;3700
54;femme;NA;i;220;220;2850;3800
54;femme;NA;ɪ;228;319;2500;3020
54;femme;NA;ɪ;216;324;2500;3010
54;femme;NA;ɛ;220;616;2380;2900
54;femme;NA;ɛ;212;615;2300;2800
54;femme;NA;æ;212;710;2120;2600
54;femme;NA;æ;210;690;2250;2680
54;femme;NA;ʌ;221;800;1520;2380
54;femme;NA;ʌ;210;780;1470;2400
54;femme;NA;ɑ;199;995;1392;2290
54;femme;NA;ɑ;200;1000;1400;2440
54;femme;NA;ɔ;205;656;944;2250
54;femme;NA;ɔ;200;720;960;2380
54;femme;NA;ʊ;223;335;1049;2470
54;femme;NA;ʊ;210;420;1009;2300
54;femme;NA;u;219;329;877;2550
54;femme;NA;u;230;340;900;2530
54;femme;NA;ɜ˞;206;400;1380;1560
54;femme;NA;ɜ˞;201;400;1240;1480
55;femme;NA;i;220;286;2800;3550
55;femme;NA;i;241;289;2800;3400
55;femme;NA;ɪ;225;383;2420;3080
55;femme;NA;ɪ;240;384;2400;3050
55;femme;NA;ɛ;209;418;2430;3110
55;femme;NA;ɛ;230;460;2300;3050
55;femme;NA;æ;187;861;2100;2800
55;femme;NA;æ;224;896;2040;3000
55;femme;NA;ʌ;218;654;1160;2800
55;femme;NA;ʌ;230;690;1195;2770
55;femme;NA;ɑ;208;860;1103;2700
55;femme;NA;ɑ;212;806;1060;2850
55;femme;NA;ɔ;202;606;910;2900
55;femme;NA;ɔ;201;583;860;2840
55;femme;NA;ʊ;225;340;900;2650
55;femme;NA;ʊ;235;470;1100;2560
55;femme;NA;u;205;308;1025;2650
55;femme;NA;u;235;329;1151;2560
55;femme;NA;ɜ˞;213;533;1425;1830
55;femme;NA;ɜ˞;214;535;1412;1800
56;femme;NA;i;236;307;2670;3150
56;femme;NA;i;245;340;2700;3250
56;femme;NA;ɪ;231;417;2300;3000
56;femme;NA;ɪ;239;410;2200;2910
56;femme;NA;ɛ;222;644;2250;3000
56;femme;NA;ɛ;224;670;2300;2880
56;femme;NA;æ;224;784;1800;2750
56;femme;NA;æ;234;820;1750;2890
56;femme;NA;ʌ;225;765;1300;2700
56;femme;NA;ʌ;221;730;1390;2790
56;femme;NA;ɑ;225;834;1282;2800
56;femme;NA;ɑ;212;850;1270;2760
56;femme;NA;ɔ;229;688;1029;2750
56;femme;NA;ɔ;222;670;1040;2640
56;femme;NA;ʊ;251;427;1506;2640
56;femme;NA;ʊ;240;460;1370;2610
56;femme;NA;u;236;378;1416;2580
56;femme;NA;u;239;380;1430;2610
56;femme;NA;ɜ˞;230;460;1200;1909
56;femme;NA;ɜ˞;225;410;1580;1800
57;femme;NA;i;256;384;2860;3210
57;femme;NA;i;250;375;3000;3400
57;femme;NA;ɪ;230;460;2665;3140
57;femme;NA;ɪ;233;467;2680;3150
57;femme;NA;ɛ;229;640;2400;2860
57;femme;NA;ɛ;233;630;2530;3030
57;femme;NA;æ;233;700;2560;3150
57;femme;NA;æ;225;675;2510;3145
57;femme;NA;ʌ;240;768;1440;2855
57;femme;NA;ʌ;234;794;1447;2920
57;femme;NA;ɑ;227;978;1362;2724
57;femme;NA;ɑ;233;933;1350;2610
57;femme;NA;ɔ;240;700;1080;2810
57;femme;NA;ɔ;240;720;1090;2840
57;femme;NA;ʊ;243;500;1215;2870
57;femme;NA;ʊ;239;500;1240;2860
57;femme;NA;u;263;470;1000;2820
57;femme;NA;u;272;378;950;2990
57;femme;NA;ɜ˞;243;480;1410;1700
57;femme;NA;ɜ˞;243;493;1580;1775
58;femme;NA;i;268;320;2900;3200
58;femme;NA;i;263;290;2750;3050
58;femme;NA;ɪ;258;460;2380;2940
58;femme;NA;ɪ;251;480;2260;2980
58;femme;NA;ɛ;246;640;2220;2900
58;femme;NA;ɛ;250;670;2250;2960
58;femme;NA;æ;243;950;1970;2890
58;femme;NA;æ;244;980;1950;2920
58;femme;NA;ʌ;251;750;1280;2760
58;femme;NA;ʌ;258;770;1340;2800
58;femme;NA;ɑ;250;950;1130;3160
58;femme;NA;ɑ;256;850;1150;2940
58;femme;NA;ɔ;242;530;870;2680
58;femme;NA;ɔ;250;600;900;2770
58;femme;NA;ʊ;250;600;1225;2500
58;femme;NA;ʊ;264;630;1320;2560
58;femme;NA;u;258;440;1290;2530
58;femme;NA;u;269;460;1080;2640
58;femme;NA;ɜ˞;250;600;1500;2000
58;femme;NA;ɜ˞;254;610;1520;1950
59;femme;NA;i;234;280;2690;3040
59;femme;NA;i;261;280;2740;2980
59;femme;NA;ɪ;260;470;2500;3400
59;femme;NA;ɪ;262;440;2480;3240
59;femme;NA;ɛ;242;730;2300;3100
59;femme;NA;ɛ;260;750;2340;3120
59;femme;NA;æ;233;860;2070;2880
59;femme;NA;æ;240;890;1920;2710
59;femme;NA;ʌ;257;770;1540;2840
59;femme;NA;ʌ;257;800;1410;2860
59;femme;NA;ɑ;240;790;1250;3080
59;femme;NA;ɑ;241;820;1210;2960
59;femme;NA;ɔ;234;408;695;3040
59;femme;NA;ɔ;246;420;590;3100
59;femme;NA;ʊ;251;500;1230;2520
59;femme;NA;ʊ;256;480;1230;2750
59;femme;NA;u;263;419;1050;2850
59;femme;NA;u;278;390;1060;2800
59;femme;NA;ɜ˞;220;420;1720;1900
59;femme;NA;ɜ˞;255;510;1680;1890
60;femme;NA;i;208;270;2820;3450
60;femme;NA;i;225;250;2880;3350
60;femme;NA;ɪ;220;370;2530;3060
60;femme;NA;ɪ;250;400;2600;3120
60;femme;NA;ɛ;214;640;2360;3020
60;femme;NA;ɛ;219;650;2430;3040
60;femme;NA;æ;205;900;2090;3000
60;femme;NA;æ;200;860;2160;2870
60;femme;NA;ʌ;214;750;1540;2800
60;femme;NA;ʌ;214;770;1530;2780
60;femme;NA;ɑ;195;920;1350;2550
60;femme;NA;ɑ;210;920;1470;2690
60;femme;NA;ɔ;194;720;1110;2420
60;femme;NA;ɔ;200;700;1100;2780
60;femme;NA;ʊ;222;470;1200;2900
60;femme;NA;ʊ;237;470;1190;2800
60;femme;NA;u;240;380;980;3100
60;femme;NA;u;188;340;920;3050
60;femme;NA;ɜ˞;222;530;1670;2050
60;femme;NA;ɜ˞;200;500;1720;1900
61;femme;NA;i;258;310;2740;3200
61;femme;NA;i;262;262;2680;3170
61;femme;NA;ɪ;262;450;2310;3020
61;femme;NA;ɪ;263;472;2270;2950
61;femme;NA;ɛ;245;640;1980;2920
61;femme;NA;ɛ;235;700;2110;2940
61;femme;NA;æ;194;810;1860;2620
61;femme;NA;æ;234;890;1800;2700
61;femme;NA;ʌ;230;710;1340;2780
61;femme;NA;ʌ;245;740;1470;2940
61;femme;NA;ɑ;225;830;1020;2650
61;femme;NA;ɑ;219;830;1095;2610
61;femme;NA;ɔ;240;600;850;2760
61;femme;NA;ɔ;253;455;810;2750
61;femme;NA;ʊ;282;400;1070;2530
61;femme;NA;ʊ;250;450;1050;2450
61;femme;NA;u;260;290;670;2380
61;femme;NA;u;275;330;630;2460
61;femme;NA;ɜ˞;240;500;1630;2040
61;femme;NA;ɜ˞;243;490;1580;2190
62;enfant;NA;i;228;460;3300;3950
62;enfant;NA;i;200;400;3400;3850
62;enfant;NA;ɪ;205;600;2550;4000
62;enfant;NA;ɪ;205;610;2500;4100
62;enfant;NA;ɛ;225;600;2750;3600
62;enfant;NA;ɛ;210;760;2500;3850
